year,Hotel's Class_en,emirate_en,Guests,Nights  
2005,5 star,abu dhabi,3884,11045
2005,4 star,abu dhabi,1848,7390
2005,3 star ,abu dhabi,5,8
2005,2 star,abu dhabi,0,0
2005,5 star,dubai,46583,101013
2005,4 star,dubai,38484,80146
2005,3 star ,dubai,43979,83810
2005,2 star,dubai,2702,7262
2005,5 star,sharjah,177,626
2005,4 star,sharjah,627,1999
2005,3 star ,sharjah,115,689
2005,2 star,sharjah,11,112
2005,5 star, Ajman,333,348
2005,4 star, Ajman,12,12
2005,3 star , Ajman,0,0
2005,2 star, Ajman,0,754
2005,5 star,  Ras Al Khaima and Fujeira ,935,1552
2005,4 star,  Ras Al Khaima and Fujeira ,163,1009
2005,3 star ,  Ras Al Khaima and Fujeira ,202,426
2005,2 star,  Ras Al Khaima and Fujeira ,0,0
2004,5 star,abu dhabi,1106,5245
2004,4 star,abu dhabi,1009,5085
2004,3 star ,abu dhabi,8,18
2004,2 star,abu dhabi,0,0
2004,5 star,dubai,32871,74091
2004,4 star,dubai,29900,64410
2004,3 star ,dubai,30698,53317
2004,2 star,dubai,2453,6144
2004,5 star,sharjah,207,628
2004,4 star,sharjah,6394,13792
2004,3 star ,sharjah,69,278
2004,2 star,sharjah,4,22
2004,5 star, Ajman and Umm Al-Qiwain,15,114
2004,4 star, Ajman and Umm Al-Qiwain,0,0
2004,3 star , Ajman and Umm Al-Qiwain,0,0
2004,2 star, Ajman and Umm Al-Qiwain,0,0
2004,5 star,  Ras Al Khaima and Fujeira ,1710,3785
2004,4 star,  Ras Al Khaima and Fujeira ,190,1019
2004,3 star ,  Ras Al Khaima and Fujeira ,49,92
2004,2 star,  Ras Al Khaima and Fujeira ,0,0
2003,5 star,abu dhabi,1580,4977
2003,4 star,abu dhabi,1182,6896
2003,3 star ,abu dhabi,19,61
2003,2 star,abu dhabi,0,0
2003,5 star,dubai,20698,48134
2003,4 star,dubai,24014,43672
2003,3 star ,dubai,26849,42324
2003,2 star,dubai,1399,3182
2003,5 star,sharjah,327,641
2003,4 star,sharjah,6466,13469
2003,3 star ,sharjah,90,196
2003,2 star,sharjah,5,7
2003,5 star, Ajman and Umm Al-Qiwain,343,501
2003,4 star, Ajman and Umm Al-Qiwain,9,10
2003,3 star , Ajman and Umm Al-Qiwain,0,0
2003,2 star, Ajman and Umm Al-Qiwain,0,0
2003,5 star,  Ras Al Khaima and Fujeira ,1157,2501
2003,4 star,  Ras Al Khaima and Fujeira ,65,661
2003,3 star ,  Ras Al Khaima and Fujeira ,204,365
2003,2 star,  Ras Al Khaima and Fujeira ,0,0
2002,5 star,abu dhabi,1114,3499
2002,4 star,abu dhabi,726,5099
2002,3 star ,abu dhabi,8,14
2002,2 star,abu dhabi,0,0
2002,5 star,dubai,21771,47131
2002,4 star,dubai,20815,33418
2002,3 star ,dubai,20736,31842
2002,2 star,dubai,716,2298
2002,5 star,sharjah,301,1363
2002,4 star,sharjah,1739,4007
2002,3 star ,sharjah,93,292
2002,2 star,sharjah,3,3
2002,5 star, Ajman and Umm Al-Qiwain,0,0
2002,4 star, Ajman and Umm Al-Qiwain,47,68
2002,3 star , Ajman and Umm Al-Qiwain,0,0
2002,2 star, Ajman and Umm Al-Qiwain,0,0
2002,5 star,  Ras Al Khaima and Fujeira ,200,469
2002,4 star,  Ras Al Khaima and Fujeira ,115,393
2002,3 star ,  Ras Al Khaima and Fujeira ,50,111
2002,2 star,  Ras Al Khaima and Fujeira ,0,0
2001,5 star,abu dhabi,696,2345
2001,4 star,abu dhabi,755,5046
2001,3 star ,abu dhabi,15,17
2001,2 star,abu dhabi,0,0
2001,5 star,dubai,16540,35832
2001,4 star,dubai,21011,36299
2001,3 star ,dubai,4850,8206
2001,2 star,dubai,599,1633
2001,5 star,sharjah,308,1150
2001,4 star,sharjah,370,2013
2001,3 star ,sharjah,0,0
2001,2 star,sharjah,0,0
2001,5 star, Ajman and Umm Al-Qiwain,0,0
2001,4 star, Ajman and Umm Al-Qiwain,9,17
2001,3 star , Ajman and Umm Al-Qiwain,0,0
2001,2 star, Ajman and Umm Al-Qiwain,0,0
2001,5 star,  Ras Al Khaima and Fujeira ,43,134
2001,4 star,  Ras Al Khaima and Fujeira ,127,234
2001,3 star ,  Ras Al Khaima and Fujeira ,49,75
2001,2 star,  Ras Al Khaima and Fujeira ,0,0
2000,5 star,abu dhabi,1566,3824
2000,4 star,abu dhabi,1021,6664
2000,3 star ,abu dhabi,36,65
2000,2 star,abu dhabi,0,0
2000,5 star,dubai,12464,32183
2000,4 star,dubai,13405,23502
2000,3 star ,dubai,5497,10519
2000,2 star,dubai,795,3591
2000,5 star,sharjah,201,657
2000,4 star,sharjah,411,1535
2000,3 star ,sharjah,0,0
2000,2 star,sharjah,0,0
1999,5 star,abu dhabi,4203,6831
1999,4 star,abu dhabi,414,6143
1999,3 star ,abu dhabi,42,56
1999,2 star,abu dhabi,0,0
1999,5 star,dubai,15617,34769
1999,4 star,dubai,9123,14696
1999,3 star ,dubai,210,605
1999,2 star,dubai,476,1083
1999,5 star,sharjah,227,683
1999,4 star,sharjah,67,878
1999,3 star ,sharjah,0,0
1999,2 star,sharjah,0,0
1998,5 star,abu dhabi,2579,4407
1998,4 star,abu dhabi,383,3108
1998,3 star ,abu dhabi,51,132
1998,2 star,abu dhabi,0,0
1998,5 star,dubai,13881,37034
1998,4 star,dubai,6199,8754
1998,3 star ,dubai,1043,1339
1998,2 star,dubai,680,1150
1998,5 star,sharjah,418,1064
1998,4 star,sharjah,185,648
1998,3 star ,sharjah,0,0
1998,2 star,sharjah,0,0
1997,5 star,abu dhabi,1218,3533
1997,4 star,abu dhabi,556,3102
1997,3 star ,abu dhabi,101,451
1997,2 star,abu dhabi,0,0
1997,5 star,dubai,5016,13030
1997,4 star,dubai,5296,6474
1997,3 star ,dubai,212,692
1997,2 star,dubai,115,475
1997,5 star,sharjah,470,4130
1997,4 star,sharjah,392,17484
1997,3 star ,sharjah,0,0
1997,2 star,sharjah,0,0
1996,5 star,abu dhabi,1533,3792
1996,4 star,abu dhabi,522,2947
1996,3 star ,abu dhabi,38,465
1996,2 star,abu dhabi,0,0
1996,5 star,dubai,6060,13558
1996,4 star,dubai,1989,3371
1996,3 star ,dubai,206,310
1996,2 star,dubai,48,136
1996,5 star,sharjah,355,1494
1996,4 star,sharjah,5928,24441
1996,3 star ,sharjah,0,0
1996,2 star,sharjah,0,0
